arm,arm_label,group,question_id,object,object_kind,tour_seen,day,weekday,weekend,hour,hour_bin,truth,truth_room,prediction,prediction_room,error_type,p_truth,p_prediction,n_selected_arms_wrong
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1370,headphones_mara,personal,False,15,Tue,False,14.77,afternoon 12-18,OUT_OF_HOUSE,out of house,bathroom_shelf_ba1,bathroom,missed away,0.0478,0.4737,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1339,jacket_mara,personal,False,15,Tue,False,15.86,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0964,0.5862,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1385,plate_shared_2,shared,True,15,Tue,False,17.42,afternoon 12-18,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0442,0.6289,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1320,notebook_mara,personal,False,15,Tue,False,17.50,afternoon 12-18,kitchen_table_k1,kitchen,coffee_table_l1,living,wrong room,0.1651,0.4302,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1381,bowl_shared_1,shared,True,15,Tue,False,17.99,afternoon 12-18,counter_k1,kitchen,entry_table_e1,entry,wrong room,0.1675,0.6628,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1307,glasses_mara,personal,False,15,Tue,False,18.10,evening 18-24,kitchen_table_k1,kitchen,nightstand_b1,bedroom,wrong room,0.1757,0.2632,3
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1388,wallet_mara,personal,False,15,Tue,False,18.20,evening 18-24,sink_k1,kitchen,entry_table_e1,entry,wrong room,0.0039,0.8116,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1346,keys_mara,personal,False,15,Tue,False,18.27,evening 18-24,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0302,0.8637,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1364,laptop_mara,personal,False,15,Tue,False,19.00,evening 18-24,chair_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0119,0.5648,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1367,plate_shared_2,shared,True,15,Tue,False,19.68,evening 18-24,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0614,0.6274,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1374,notebook_mara,personal,False,15,Tue,False,20.44,evening 18-24,kitchen_table_k1,kitchen,coffee_table_l1,living,wrong room,0.1976,0.4440,7
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1384,laptop_mara,personal,False,15,Tue,False,21.42,evening 18-24,chair_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0125,0.5829,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1353,notebook_mara,personal,False,15,Tue,False,21.44,evening 18-24,kitchen_table_k1,kitchen,coffee_table_l1,living,wrong room,0.2014,0.4388,8
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1372,keys_mara,personal,False,15,Tue,False,21.78,evening 18-24,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.1599,0.3639,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1369,charger_mara,personal,False,15,Tue,False,21.91,evening 18-24,entry_hook_e1,entry,cupboard_k1,kitchen,wrong room,0.2344,0.2825,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1447,charger_mara,personal,False,16,Wed,False,0.57,night 0-6,entry_hook_e1,entry,cupboard_k1,kitchen,wrong room,0.2436,0.2934,0
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1417,laptop_mara,personal,False,16,Wed,False,1.11,night 0-6,chair_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0139,0.6314,3
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1479,laptop_mara,personal,False,16,Wed,False,5.44,night 0-6,chair_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0162,0.7141,3
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1424,plate_shared_2,shared,True,16,Wed,False,5.69,night 0-6,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1602,0.5614,0
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1393,pen_mara,personal,True,16,Wed,False,6.54,morning 6-12,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.2273,0.6148,2
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1455,laptop_mara,personal,False,16,Wed,False,7.24,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0744,0.7001,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1451,lunchbox_mara,personal,True,16,Wed,False,7.62,morning 6-12,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.0309,0.8411,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1430,keys_mara,personal,False,16,Wed,False,7.62,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0782,0.6312,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1394,phone_mara,personal,False,16,Wed,False,8.91,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.1499,0.4828,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1401,jacket_mara,personal,False,16,Wed,False,9.55,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.1256,0.5720,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1445,headphones_mara,personal,False,16,Wed,False,10.32,morning 6-12,OUT_OF_HOUSE,out of house,bathroom_shelf_ba1,bathroom,missed away,0.1122,0.3977,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1458,jacket_mara,personal,False,16,Wed,False,10.68,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.1148,0.5486,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1468,headphones_mara,personal,False,16,Wed,False,10.75,morning 6-12,OUT_OF_HOUSE,out of house,bathroom_shelf_ba1,bathroom,missed away,0.1084,0.3891,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1395,headphones_mara,personal,False,16,Wed,False,11.84,morning 6-12,OUT_OF_HOUSE,out of house,bathroom_shelf_ba1,bathroom,missed away,0.0999,0.3700,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1448,water_bottle_mara,personal,False,16,Wed,False,11.88,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0340,0.7196,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1467,lunchbox_mara,personal,True,16,Wed,False,13.41,afternoon 12-18,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.1407,0.4649,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1439,wallet_mara,personal,False,16,Wed,False,16.91,afternoon 12-18,entry_table_e1,entry,towel_rack_ba1,bathroom,wrong room,0.1232,0.1806,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1473,glasses_mara,personal,False,16,Wed,False,17.85,afternoon 12-18,chair_k2,kitchen,nightstand_b1,bedroom,wrong room,0.0129,0.2771,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1402,notebook_mara,personal,False,16,Wed,False,18.48,evening 18-24,kitchen_table_k1,kitchen,coffee_table_l1,living,wrong room,0.1891,0.4106,8
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1434,plate_shared_1,shared,True,16,Wed,False,20.73,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.1297,0.6912,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1453,notebook_mara,personal,False,16,Wed,False,21.54,evening 18-24,kitchen_table_k1,kitchen,coffee_table_l1,living,wrong room,0.2103,0.4279,8
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1443,glasses_mara,personal,False,16,Wed,False,22.38,evening 18-24,chair_k2,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0285,0.4196,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1415,lunchbox_mara,personal,True,16,Wed,False,23.36,evening 18-24,dish_rack_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0558,0.6703,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1514,hairbrush_mara,personal,True,17,Thu,False,6.42,morning 6-12,nightstand_b1,bedroom,bathroom_shelf_ba1,bathroom,wrong room,0.0066,0.7976,2
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1483,pan_shared_1,shared,True,17,Thu,False,6.45,morning 6-12,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.2122,0.6106,2
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1518,backpack_mara,personal,False,17,Thu,False,6.74,morning 6-12,sink_k1,kitchen,chair_k1,kitchen,"right room, wrong spot",0.0009,0.5364,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1520,laptop_mara,personal,False,17,Thu,False,8.21,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0296,0.7153,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1487,lunchbox_mara,personal,True,17,Thu,False,9.10,morning 6-12,OUT_OF_HOUSE,out of house,dish_rack_k1,kitchen,missed away,0.0559,0.4265,4
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1538,lunchbox_mara,personal,True,17,Thu,False,9.24,morning 6-12,OUT_OF_HOUSE,out of house,dish_rack_k1,kitchen,missed away,0.0557,0.4240,4
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1533,pen_mara,personal,True,17,Thu,False,10.62,morning 6-12,dish_rack_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0049,0.7303,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1516,backpack_mara,personal,False,17,Thu,False,10.66,morning 6-12,OUT_OF_HOUSE,out of house,chair_k1,kitchen,missed away,0.0259,0.5412,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1502,notebook_mara,personal,False,17,Thu,False,10.94,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0302,0.4241,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1527,notebook_mara,personal,False,17,Thu,False,11.12,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0303,0.4235,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1523,keys_mara,personal,False,17,Thu,False,11.29,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0759,0.6800,8
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1495,pen_mara,personal,True,17,Thu,False,12.20,afternoon 12-18,dish_rack_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0062,0.7128,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1551,phone_mara,personal,False,17,Thu,False,12.62,afternoon 12-18,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0482,0.7515,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1482,keys_mara,personal,False,17,Thu,False,12.81,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0720,0.6704,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1501,phone_mara,personal,False,17,Thu,False,14.21,afternoon 12-18,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0512,0.7884,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1508,jacket_mara,personal,False,17,Thu,False,15.98,afternoon 12-18,chair_k1,kitchen,armchair_l1,living,wrong room,0.0918,0.2060,3
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1545,charger_mara,personal,False,17,Thu,False,16.51,afternoon 12-18,entry_hook_e1,entry,cupboard_k1,kitchen,wrong room,0.1546,0.2503,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1550,headphones_mara,personal,False,17,Thu,False,17.61,afternoon 12-18,cupboard_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0260,0.2821,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1521,glasses_mara,personal,False,17,Thu,False,17.90,afternoon 12-18,chair_k1,kitchen,chair_k2,kitchen,"right room, wrong spot",0.0084,0.4076,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1543,plate_shared_1,shared,True,17,Thu,False,18.39,evening 18-24,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.1793,0.6291,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1488,headphones_mara,personal,False,17,Thu,False,18.62,evening 18-24,cupboard_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0259,0.2787,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1493,glasses_mara,personal,False,17,Thu,False,18.84,evening 18-24,chair_k1,kitchen,chair_k2,kitchen,"right room, wrong spot",0.0088,0.3982,11
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1540,hairbrush_mara,personal,True,17,Thu,False,19.03,evening 18-24,nightstand_b1,bedroom,bathroom_shelf_ba1,bathroom,wrong room,0.1628,0.5851,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1489,mug_mara,personal,True,17,Thu,False,19.35,evening 18-24,tv_stand_l1,living,counter_k1,kitchen,wrong room,0.1553,0.3946,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1565,phone_mara,personal,False,17,Thu,False,20.23,evening 18-24,kitchen_table_k1,kitchen,nightstand_b1,bedroom,wrong room,0.0784,0.3007,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1566,lunchbox_mara,personal,True,17,Thu,False,20.35,evening 18-24,sink_k1,kitchen,dish_rack_k1,kitchen,"right room, wrong spot",0.0344,0.4270,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1528,plate_shared_2,shared,True,17,Thu,False,21.22,evening 18-24,sink_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0968,0.7371,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1547,water_bottle_mara,personal,False,17,Thu,False,21.30,evening 18-24,sink_k1,kitchen,nightstand_b1,bedroom,wrong room,0.0147,0.6568,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1505,water_bottle_mara,personal,False,17,Thu,False,21.30,evening 18-24,sink_k1,kitchen,nightstand_b1,bedroom,wrong room,0.0147,0.6568,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1562,jacket_mara,personal,False,17,Thu,False,21.93,evening 18-24,chair_k1,kitchen,entry_hook_e1,entry,wrong room,0.1394,0.3265,5
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1559,hairbrush_mara,personal,True,17,Thu,False,22.34,evening 18-24,nightstand_b1,bedroom,bathroom_shelf_ba1,bathroom,wrong room,0.1696,0.6090,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1635,pan_shared_1,shared,True,18,Fri,False,6.72,morning 6-12,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.1387,0.3759,1
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1631,wallet_mara,personal,False,18,Fri,False,7.53,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.1055,0.5294,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1636,plate_shared_2,shared,True,18,Fri,False,8.38,morning 6-12,counter_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.1834,0.4831,1
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1604,laptop_mara,personal,False,18,Fri,False,8.56,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0289,0.7444,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1630,water_bottle_mara,personal,False,18,Fri,False,8.61,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0281,0.5577,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1619,phone_mara,personal,False,18,Fri,False,8.62,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0354,0.4488,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1634,lunchbox_mara,personal,True,18,Fri,False,9.13,morning 6-12,OUT_OF_HOUSE,out of house,sink_k1,kitchen,missed away,0.0524,0.3488,4
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1639,backpack_mara,personal,False,18,Fri,False,9.16,morning 6-12,OUT_OF_HOUSE,out of house,chair_k1,kitchen,missed away,0.0772,0.3700,10
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1649,water_bottle_mara,personal,False,18,Fri,False,10.12,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0293,0.5750,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1637,notebook_mara,personal,False,18,Fri,False,10.58,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0295,0.5223,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1589,jacket_mara,personal,False,18,Fri,False,10.86,morning 6-12,OUT_OF_HOUSE,out of house,chair_k1,kitchen,missed away,0.0519,0.4698,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1592,phone_mara,personal,False,18,Fri,False,11.09,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0373,0.4642,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1659,glasses_mara,personal,False,18,Fri,False,11.11,morning 6-12,OUT_OF_HOUSE,out of house,coffee_table_l1,living,missed away,0.0458,0.4420,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1611,charger_mara,personal,False,18,Fri,False,11.43,morning 6-12,OUT_OF_HOUSE,out of house,cupboard_k1,kitchen,missed away,0.1141,0.2562,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1609,mug_mara,personal,True,18,Fri,False,11.70,morning 6-12,counter_k1,kitchen,tv_stand_l1,living,wrong room,0.2480,0.3037,3
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1629,glasses_mara,personal,False,18,Fri,False,11.74,morning 6-12,OUT_OF_HOUSE,out of house,coffee_table_l1,living,missed away,0.0455,0.4366,8
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1615,keys_mara,personal,False,18,Fri,False,11.89,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.1809,0.1988,9
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1601,pen_mara,personal,True,18,Fri,False,11.90,morning 6-12,kitchen_table_k1,kitchen,dish_rack_k1,kitchen,"right room, wrong spot",0.1475,0.3116,0
passive__llm__tour_anonymized,"flat LLM, anonymized [passive]",anonymized,q1653,lunchbox_mara,personal,True,18,Fri,False,13.42,afternoon 12-18,OUT_OF_HOUSE,out of house,sink_k1,kitchen,missed away,0.0573,0.3579,7
